LAT,LON,YEAR,MO,DY,PRECTOTCORR,T2M,ALLSKY_KT,ALLSKY_SFC_SW_DWN,RH2M
3.5,-72.5,2022,3,18,3.22,25.59,0.43,4.45,86.53
4.5,-72.5,2022,3,18,2.6,26.78,0.47,4.86,78.74
5.5,-72.5,2022,3,18,1.41,19.45,0.48,5.04,82.92
6.5,-72.5,2022,3,18,0.04,13.0,0.52,5.38,81.65
2.5,-72.5,2022,3,19,0.77,25.11,0.4,4.19,90.96
3.5,-72.5,2022,3,19,1.06,25.15,0.41,4.3,87.28
4.5,-72.5,2022,3,19,1.66,26.13,0.49,5.17,82.85
5.5,-72.5,2022,3,19,11.37,19.51,0.56,5.81,84.04
6.5,-72.5,2022,3,19,20.45,13.11,0.6,6.3,82.25
2.5,-72.5,2022,3,20,2.84,25.73,0.39,4.09,87.75
3.5,-72.5,2022,3,20,2.33,26.43,0.36,3.73,82.93
4.5,-72.5,2022,3,20,3.23,26.67,0.4,4.14,81.39
5.5,-72.5,2022,3,20,8.12,19.25,0.37,3.9,85.7
6.5,-72.5,2022,3,20,12.41,12.96,0.43,4.52,85.11
2.5,-72.5,2022,3,21,20.94,25.16,0.46,4.77,94.19
3.5,-72.5,2022,3,21,18.43,26.72,0.44,4.63,85.13
4.5,-72.5,2022,3,21,15.17,26.93,0.47,4.96,81.55
5.5,-72.5,2022,3,21,9.03,19.31,0.48,5.01,86.72
6.5,-72.5,2022,3,21,1.19,13.3,0.5,5.18,82.82
2.5,-72.5,2022,3,22,3.22,24.77,0.36,3.74,92.78
3.5,-72.5,2022,3,22,6.64,26.12,0.37,3.87,86.35
4.5,-72.5,2022,3,22,5.65,26.88,0.33,3.5,78.79
5.5,-72.5,2022,3,22,2.16,19.59,0.35,3.62,83.64
6.5,-72.5,2022,3,22,0.94,13.12,0.47,4.86,82.25
2.5,-72.5,2022,3,23,0.15,25.26,0.37,3.83,91.31
3.5,-72.5,2022,3,23,0.16,26.58,0.34,3.53,79.14
4.5,-72.5,2022,3,23,0.31,27.71,0.33,3.43,70.65
5.5,-72.5,2022,3,23,6.44,19.3,0.38,3.99,79.96
6.5,-72.5,2022,3,23,12.09,12.69,0.51,5.37,81.24
2.5,-72.5,2022,3,24,0.01,26.51,0.56,5.83,84.01
3.5,-72.5,2022,3,24,0.0,27.52,0.53,5.59,72.23
4.5,-72.5,2022,3,24,0.02,27.95,0.57,5.93,65.23
5.5,-72.5,2022,3,24,0.99,19.17,0.55,5.79,76.58
6.5,-72.5,2022,3,24,1.8,12.33,0.48,5.05,80.32
2.5,-72.5,2022,3,25,4.14,25.8,0.36,3.77,91.4
3.5,-72.5,2022,3,25,3.34,26.56,0.43,4.5,79.54
4.5,-72.5,2022,3,25,2.41,27.39,0.51,5.3,73.52
5.5,-72.5,2022,3,25,5.31,19.54,0.51,5.31,81.31
6.5,-72.5,2022,3,25,7.0,12.68,0.48,5.0,84.49
2.5,-72.5,2022,3,26,8.36,26.24,0.42,4.42,86.84
3.5,-72.5,2022,3,26,17.91,26.8,0.4,4.15,79.95
4.5,-72.5,2022,3,26,19.11,26.8,0.43,4.51,80.84
5.5,-72.5,2022,3,26,11.24,19.43,0.39,4.04,85.17
6.5,-72.5,2022,3,26,4.87,13.2,0.38,3.96,85.21
2.5,-72.5,2022,3,27,34.02,25.43,0.26,2.72,94.35
3.5,-72.5,2022,3,27,25.18,26.17,0.32,3.3,87.49
4.5,-72.5,2022,3,27,17.24,26.54,0.36,3.8,85.1
5.5,-72.5,2022,3,27,9.12,19.5,0.36,3.75,86.89
6.5,-72.5,2022,3,27,1.43,12.73,0.27,2.78,85.23
2.5,-72.5,2022,3,28,35.9,24.98,0.31,3.24,92.97
3.5,-72.5,2022,3,28,33.62,25.33,0.29,3.01,88.67
4.5,-72.5,2022,3,28,31.35,25.89,0.4,4.22,87.83
5.5,-72.5,2022,3,28,17.07,18.68,0.37,3.85,91.17
6.5,-72.5,2022,3,28,1.11,12.4,0.36,3.79,84.72
2.5,-72.5,2022,3,29,14.66,24.33,0.4,4.13,94.64
3.5,-72.5,2022,3,29,20.63,25.24,0.25,2.65,87.0
4.5,-72.5,2022,3,29,16.58,25.68,0.37,3.87,87.42
5.5,-72.5,2022,3,29,9.87,18.55,0.39,4.06,88.04
6.5,-72.5,2022,3,29,4.36,12.08,0.38,3.97,84.36
2.5,-72.5,2022,3,30,5.6,25.53,0.54,5.67,88.87
3.5,-72.5,2022,3,30,2.92,26.27,0.56,5.83,82.07
4.5,-72.5,2022,3,30,2.36,27.03,0.56,5.89,78.93
5.5,-72.5,2022,3,30,1.05,19.44,0.43,4.5,79.82
6.5,-72.5,2022,3,30,0.42,12.32,0.41,4.29,82.97
2.5,-72.5,2022,3,31,0.37,25.71,0.58,6.02,88.05
3.5,-72.5,2022,3,31,0.21,26.65,0.54,5.67,79.02
4.5,-72.5,2022,3,31,0.3,26.77,0.57,6.0,73.46
5.5,-72.5,2022,3,31,1.21,18.45,0.42,4.44,78.38
6.5,-72.5,2022,3,31,1.98,11.52,0.32,3.38,80.96
2.5,-72.5,2022,4,1,0.06,26.23,0.54,5.63,85.64
3.5,-72.5,2022,4,1,0.04,26.65,0.56,5.8,78.94
4.5,-72.5,2022,4,1,0.07,26.48,0.57,5.98,77.18
5.5,-72.5,2022,4,1,0.15,19.08,0.51,5.32,78.99
6.5,-72.5,2022,4,1,0.31,12.15,0.48,5.06,81.17
2.5,-72.5,2022,4,2,0.89,25.67,0.37,3.85,88.6
3.5,-72.5,2022,4,2,0.73,26.22,0.41,4.23,83.59
4.5,-72.5,2022,4,2,0.71,26.47,0.45,4.7,82.15
5.5,-72.5,2022,4,2,0.48,19.65,0.45,4.68,81.65
6.5,-72.5,2022,4,2,0.01,13.03,0.45,4.69,80.68
2.5,-72.5,2022,4,3,17.87,25.25,0.44,4.54,91.97
3.5,-72.5,2022,4,3,16.2,25.48,0.37,3.82,88.18
4.5,-72.5,2022,4,3,13.66,26.19,0.36,3.74,85.82
5.5,-72.5,2022,4,3,25.3,19.4,0.34,3.55,87.2
6.5,-72.5,2022,4,3,37.71,12.62,0.43,4.46,85.12
2.5,-72.5,2022,4,4,7.86,25.2,0.41,4.23,93.24
3.5,-72.5,2022,4,4,9.78,26.04,0.51,5.29,86.83
4.5,-72.5,2022,4,4,12.07,26.25,0.53,5.51,85.49
5.5,-72.5,2022,4,4,15.06,19.23,0.43,4.51,86.12
6.5,-72.5,2022,4,4,16.24,12.86,0.42,4.37,82.62
2.5,-72.5,2022,4,5,18.66,24.65,0.38,3.95,95.12
3.5,-72.5,2022,4,5,11.19,25.67,0.45,4.71,88.06
4.5,-72.5,2022,4,5,11.83,26.16,0.43,4.44,85.22
5.5,-72.5,2022,4,5,18.91,19.05,0.37,3.88,87.72
6.5,-72.5,2022,4,5,20.15,13.14,0.37,3.9,82.82
2.5,-72.5,2022,4,6,4.0,25.44,0.6,6.24,88.62
3.5,-72.5,2022,4,6,9.7,26.17,0.61,6.37,82.7
4.5,-72.5,2022,4,6,12.36,26.41,0.64,6.73,81.54
5.5,-72.5,2022,4,6,16.76,18.93,0.49,5.09,86.4
6.5,-72.5,2022,4,6,19.2,12.8,0.43,4.5,85.39
2.5,-72.5,2022,4,7,1.29,26.38,0.42,4.35,86.74
3.5,-72.5,2022,4,7,1.24,27.28,0.35,3.61,77.8
4.5,-72.5,2022,4,7,2.81,27.35,0.32,3.38,75.93
5.5,-72.5,2022,4,7,5.34,19.1,0.32,3.33,85.64
6.5,-72.5,2022,4,7,7.49,12.43,0.27,2.78,85.55
2.5,-72.5,2022,4,8,0.77,26.06,0.44,4.57,89.8
3.5,-72.5,2022,4,8,0.32,27.17,0.47,4.86,80.05
4.5,-72.5,2022,4,8,0.22,27.02,0.57,5.89,79.77
5.5,-72.5,2022,4,8,0.95,19.38,0.4,4.15,87.46
6.5,-72.5,2022,4,8,1.34,12.81,0.33,3.48,87.09
2.5,-72.5,2022,4,9,2.45,25.26,0.49,5.06,93.57
3.5,-72.5,2022,4,9,3.0,25.41,0.54,5.62,91.8
4.5,-72.5,2022,4,9,2.47,27.27,0.53,5.54,82.07
5.5,-72.5,2022,4,9,2.72,19.61,0.5,5.24,83.78
6.5,-72.5,2022,4,9,3.49,13.0,0.42,4.34,82.51
2.5,-72.5,2022,4,10,4.57,24.84,0.35,3.57,92.85
3.5,-72.5,2022,4,10,3.92,24.92,0.42,4.41,92.62
4.5,-72.5,2022,4,10,3.09,26.68,0.55,5.7,84.98
5.5,-72.5,2022,4,10,3.59,19.54,0.51,5.36,87.35
6.5,-72.5,2022,4,10,2.01,13.52,0.47,4.91,80.72
2.5,-72.5,2022,4,11,13.89,24.95,0.4,4.09,91.05
3.5,-72.5,2022,4,11,14.38,25.55,0.39,4.08,85.79
4.5,-72.5,2022,4,11,12.62,26.4,0.39,4.04,84.23
5.5,-72.5,2022,4,11,6.04,19.1,0.32,3.37,89.27
6.5,-72.5,2022,4,11,0.13,13.41,0.36,3.75,83.6
2.5,-72.5,2022,4,12,1.11,26.08,0.44,4.55,86.6
3.5,-72.5,2022,4,12,0.73,26.71,0.54,5.58,80.37
4.5,-72.5,2022,4,12,0.5,27.78,0.51,5.28,76.3
5.5,-72.5,2022,4,12,1.09,19.65,0.42,4.4,81.38
6.5,-72.5,2022,4,12,1.23,12.79,0.46,4.78,78.98
2.5,-72.5,2022,4,13,0.02,26.26,0.56,5.77,88.16
3.5,-72.5,2022,4,13,0.0,27.19,0.64,6.61,80.36
4.5,-72.5,2022,4,13,0.01,28.02,0.63,6.55,76.13
5.5,-72.5,2022,4,13,0.55,19.62,0.51,5.32,83.67
6.5,-72.5,2022,4,13,1.26,12.79,0.39,4.07,85.35
2.5,-72.5,2022,4,14,1.8,25.75,0.51,5.23,86.61
3.5,-72.5,2022,4,14,1.25,26.74,0.54,5.59,81.71
4.5,-72.5,2022,4,14,1.91,27.46,0.59,6.17,76.04
5.5,-72.5,2022,4,14,0.73,19.18,0.51,5.33,77.32
6.5,-72.5,2022,4,14,0.01,12.58,0.42,4.34,78.64
2.5,-72.5,2022,4,15,2.23,26.0,0.56,5.79,87.93
3.5,-72.5,2022,4,15,3.13,26.56,0.55,5.69,82.17
4.5,-72.5,2022,4,15,1.9,26.6,0.51,5.34,82.13
5.5,-72.5,2022,4,15,0.96,19.58,0.39,4.02,87.56
6.5,-72.5,2022,4,15,0.23,12.91,0.35,3.66,88.62
2.5,-72.5,2022,4,16,26.69,25.29,0.13,1.31,90.72
3.5,-72.5,2022,4,16,25.36,25.81,0.11,1.09,85.19
4.5,-72.5,2022,4,16,17.74,25.33,0.13,1.35,86.3
5.5,-72.5,2022,4,16,8.59,18.44,0.23,2.4,87.97
6.5,-72.5,2022,4,16,3.52,12.28,0.33,3.47,86.05
2.5,-72.5,2022,4,17,1.03,25.64,0.56,5.72,88.01
3.5,-72.5,2022,4,17,2.25,26.42,0.49,5.09,81.71
4.5,-72.5,2022,4,17,5.29,26.35,0.45,4.69,78.89
5.5,-72.5,2022,4,17,6.44,18.96,0.38,3.98,82.04
6.5,-72.5,2022,4,17,3.43,12.39,0.24,2.49,84.32
2.5,-72.5,2022,4,18,17.8,24.9,0.26,2.67,92.95
3.5,-72.5,2022,4,18,14.58,25.87,0.24,2.42,86.43
4.5,-72.5,2022,4,18,12.61,26.25,0.46,4.72,85.09
5.5,-72.5,2022,4,18,8.99,18.78,0.36,3.73,90.78
6.5,-72.5,2022,4,18,1.85,12.23,0.25,2.6,86.71
2.5,-72.5,2022,4,19,75.85,23.73,0.4,4.14,96.04
3.5,-72.5,2022,4,19,78.46,25.51,0.44,4.51,87.14
4.5,-72.5,2022,4,19,65.37,25.65,0.41,4.25,84.92
5.5,-72.5,2022,4,19,37.65,18.66,0.36,3.71,85.77
6.5,-72.5,2022,4,19,15.82,12.08,0.32,3.29,85.92
2.5,-72.5,2022,4,20,2.26,24.32,0.44,4.5,92.48
3.5,-72.5,2022,4,20,0.89,25.05,0.41,4.21,86.92
4.5,-72.5,2022,4,20,1.05,25.08,0.43,4.41,89.07
5.5,-72.5,2022,4,20,10.38,18.15,0.4,4.14,89.39
6.5,-72.5,2022,4,20,14.87,11.85,0.29,3.01,86.15
2.5,-72.5,2022,4,21,2.71,25.04,0.31,3.2,89.13
3.5,-72.5,2022,4,21,2.96,25.84,0.37,3.77,82.6
4.5,-72.5,2022,4,21,3.25,25.91,0.39,4.0,78.2
5.5,-72.5,2022,4,21,16.44,18.22,0.29,3.03,87.3
6.5,-72.5,2022,4,21,36.25,11.0,0.27,2.78,89.06
2.5,-72.5,2022,4,22,4.8,23.75,0.54,5.45,95.8
3.5,-72.5,2022,4,22,4.35,24.58,0.6,6.11,87.19
4.5,-72.5,2022,4,22,3.88,25.36,0.58,6.01,84.14
5.5,-72.5,2022,4,22,11.47,18.41,0.43,4.48,91.43
6.5,-72.5,2022,4,22,15.99,10.15,0.33,3.44,88.36
2.5,-72.5,2022,4,23,13.86,24.62,0.52,5.27,91.43
3.5,-72.5,2022,4,23,9.78,25.51,0.51,5.2,85.09
4.5,-72.5,2022,4,23,7.16,26.03,0.48,4.91,83.92
5.5,-72.5,2022,4,23,9.15,18.94,0.44,4.53,86.04
6.5,-72.5,2022,4,23,2.71,10.94,0.41,4.21,86.08
2.5,-72.5,2022,4,24,38.78,24.74,0.36,3.7,95.28
3.5,-72.5,2022,4,24,45.81,25.72,0.41,4.15,87.17
4.5,-72.5,2022,4,24,40.42,25.84,0.38,3.94,87.57
5.5,-72.5,2022,4,24,35.76,18.57,0.29,3.0,93.18
6.5,-72.5,2022,4,24,39.1,12.25,0.36,3.78,89.39
2.5,-72.5,2022,4,25,4.55,25.35,0.53,5.4,88.54
3.5,-72.5,2022,4,25,1.57,25.41,0.56,5.68,85.33
4.5,-72.5,2022,4,25,1.24,25.74,0.55,5.63,85.34
5.5,-72.5,2022,4,25,2.49,18.15,0.49,5.02,87.96
6.5,-72.5,2022,4,25,3.35,12.49,0.34,3.48,82.34
2.5,-72.5,2022,4,26,35.64,25.08,0.48,4.91,91.33
3.5,-72.5,2022,4,26,64.31,25.08,0.48,4.87,85.76
4.5,-72.5,2022,4,26,55.1,25.23,0.55,5.67,85.85
5.5,-72.5,2022,4,26,28.89,18.87,0.51,5.25,82.12
6.5,-72.5,2022,4,26,5.27,12.9,0.48,4.97,84.23
2.5,-72.5,2022,4,27,35.09,24.87,0.41,4.2,96.17
3.5,-72.5,2022,4,27,7.59,25.75,0.27,2.79,85.95
4.5,-72.5,2022,4,27,6.66,26.19,0.2,2.07,82.67
5.5,-72.5,2022,4,27,5.7,18.87,0.27,2.8,79.93
6.5,-72.5,2022,4,27,1.75,12.03,0.36,3.7,84.46
2.5,-72.5,2022,4,28,36.89,25.22,0.49,5.0,91.9
3.5,-72.5,2022,4,28,51.3,26.3,0.52,5.26,83.56
4.5,-72.5,2022,4,28,51.98,25.79,0.49,5.06,87.74
5.5,-72.5,2022,4,28,29.42,18.58,0.47,4.87,90.84
6.5,-72.5,2022,4,28,8.52,12.86,0.39,4.06,88.13
2.5,-72.5,2022,4,29,47.58,24.36,0.47,4.71,93.95
3.5,-72.5,2022,4,29,25.43,25.39,0.43,4.41,87.21
4.5,-72.5,2022,4,29,18.17,25.78,0.39,3.93,86.04
5.5,-72.5,2022,4,29,13.01,18.5,0.32,3.28,87.9
6.5,-72.5,2022,4,29,2.11,12.32,0.39,4.03,84.75
2.5,-72.5,2022,4,30,40.5,23.79,0.36,3.59,94.14
3.5,-72.5,2022,4,30,53.05,24.61,0.42,4.3,89.89
4.5,-72.5,2022,4,30,45.64,25.15,0.38,3.88,88.66
5.5,-72.5,2022,4,30,22.17,17.61,0.42,4.33,90.06
6.5,-72.5,2022,4,30,8.04,11.81,0.42,4.34,84.22
2.5,-72.5,2022,5,1,12.44,24.69,0.49,4.97,90.41
3.5,-72.5,2022,5,1,11.25,25.52,0.51,5.15,85.47
4.5,-72.5,2022,5,1,6.93,26.14,0.61,6.18,82.44
5.5,-72.5,2022,5,1,5.71,18.45,0.51,5.25,85.1
6.5,-72.5,2022,5,1,2.51,12.18,0.49,5.1,83.68
2.5,-72.5,2022,5,2,0.91,25.8,0.62,6.24,86.85
3.5,-72.5,2022,5,2,0.78,26.56,0.55,5.52,82.68
4.5,-72.5,2022,5,2,2.7,26.79,0.52,5.31,80.76
5.5,-72.5,2022,5,2,1.37,18.79,0.5,5.13,87.17
6.5,-72.5,2022,5,2,0.35,12.48,0.43,4.4,82.16
2.5,-72.5,2022,5,3,0.05,26.26,0.62,6.24,87.51
3.5,-72.5,2022,5,3,0.06,26.74,0.66,6.62,82.46
4.5,-72.5,2022,5,3,0.15,27.09,0.68,6.88,80.64
5.5,-72.5,2022,5,3,0.05,19.02,0.65,6.62,84.76
6.5,-72.5,2022,5,3,0.0,12.23,0.64,6.57,80.16
2.5,-72.5,2022,5,4,7.03,25.78,0.47,4.7,91.72
3.5,-72.5,2022,5,4,6.27,26.16,0.55,5.53,86.57
4.5,-72.5,2022,5,4,6.13,26.62,0.56,5.7,83.4
5.5,-72.5,2022,5,4,4.19,19.17,0.6,6.12,82.57
6.5,-72.5,2022,5,4,1.67,12.47,0.6,6.19,79.26
2.5,-72.5,2022,5,5,39.67,24.77,0.44,4.41,92.88
3.5,-72.5,2022,5,5,50.34,25.6,0.35,3.53,87.66
4.5,-72.5,2022,5,5,46.13,25.72,0.21,2.14,87.77
5.5,-72.5,2022,5,5,25.43,18.53,0.25,2.57,91.63
6.5,-72.5,2022,5,5,4.61,12.06,0.33,3.34,81.0
2.5,-72.5,2022,5,6,30.75,25.32,0.51,5.09,90.16
3.5,-72.5,2022,5,6,19.42,26.09,0.45,4.49,84.19
4.5,-72.5,2022,5,6,13.24,26.31,0.46,4.62,83.21
5.5,-72.5,2022,5,6,17.83,18.83,0.41,4.2,85.69
6.5,-72.5,2022,5,6,20.02,12.14,0.35,3.57,84.97
2.5,-72.5,2022,5,7,44.31,24.07,0.38,3.76,96.07
3.5,-72.5,2022,5,7,45.36,25.35,0.24,2.46,87.84
4.5,-72.5,2022,5,7,41.81,26.04,0.19,1.91,84.75
5.5,-72.5,2022,5,7,23.75,18.13,0.21,2.16,89.45
6.5,-72.5,2022,5,7,8.55,12.02,0.3,3.1,85.15
2.5,-72.5,2022,5,8,8.25,24.79,0.48,4.76,90.46
3.5,-72.5,2022,5,8,6.21,25.35,0.46,4.59,87.95
4.5,-72.5,2022,5,8,3.69,25.74,0.49,4.91,88.11
5.5,-72.5,2022,5,8,2.48,18.56,0.45,4.54,92.87
6.5,-72.5,2022,5,8,2.39,12.55,0.42,4.28,85.87
2.5,-72.5,2022,5,9,6.2,25.18,0.61,6.11,89.26
3.5,-72.5,2022,5,9,7.25,25.88,0.59,5.88,85.77
4.5,-72.5,2022,5,9,7.02,25.96,0.53,5.37,86.32
5.5,-72.5,2022,5,9,5.74,18.25,0.36,3.69,90.79
6.5,-72.5,2022,5,9,5.19,13.16,0.44,4.46,87.07
2.5,-72.5,2022,5,10,32.2,25.51,0.43,4.3,91.3
3.5,-72.5,2022,5,10,35.38,26.17,0.45,4.55,86.39
4.5,-72.5,2022,5,10,24.41,26.05,0.38,3.85,87.34
5.5,-72.5,2022,5,10,17.14,19.28,0.46,4.72,88.02
6.5,-72.5,2022,5,10,12.6,12.63,0.45,4.58,86.59
2.5,-72.5,2022,5,11,40.86,24.89,0.46,4.56,96.56
3.5,-72.5,2022,5,11,38.58,25.8,0.4,3.99,90.85
4.5,-72.5,2022,5,11,42.2,26.43,0.33,3.3,88.51
5.5,-72.5,2022,5,11,33.16,18.9,0.36,3.68,91.2
6.5,-72.5,2022,5,11,11.9,12.55,0.45,4.63,90.27
2.5,-72.5,2022,5,12,37.48,25.02,0.39,3.84,94.49
3.5,-72.5,2022,5,12,34.21,25.97,0.45,4.5,87.57
4.5,-72.5,2022,5,12,34.3,26.79,0.57,5.7,85.02
5.5,-72.5,2022,5,12,17.77,19.02,0.5,5.06,87.99
6.5,-72.5,2022,5,12,1.98,13.29,0.52,5.3,83.78
2.5,-72.5,2022,5,13,23.67,25.62,0.52,5.15,91.17
3.5,-72.5,2022,5,13,29.51,26.74,0.5,4.99,85.41
4.5,-72.5,2022,5,13,21.11,27.01,0.4,4.05,85.55
5.5,-72.5,2022,5,13,22.87,19.28,0.39,3.96,87.47
6.5,-72.5,2022,5,13,21.7,12.17,0.4,4.07,85.18
2.5,-72.5,2022,5,14,17.82,25.7,0.37,3.69,92.78
3.5,-72.5,2022,5,14,16.48,26.25,0.32,3.17,86.0
4.5,-72.5,2022,5,14,15.73,26.08,0.34,3.39,90.59
5.5,-72.5,2022,5,14,8.22,19.43,0.29,2.96,87.94
6.5,-72.5,2022,5,14,4.47,12.74,0.37,3.8,85.07
2.5,-72.5,2022,5,15,65.38,25.42,0.48,4.76,94.69
3.5,-72.5,2022,5,15,87.88,26.59,0.55,5.45,83.52
4.5,-72.5,2022,5,15,78.39,26.53,0.54,5.39,84.85
5.5,-72.5,2022,5,15,47.47,18.56,0.45,4.5,88.24
6.5,-72.5,2022,5,15,15.43,12.21,0.44,4.5,87.27
2.5,-72.5,2022,5,16,38.41,25.15,0.46,4.54,93.65
3.5,-72.5,2022,5,16,30.55,25.71,0.35,3.49,90.54
4.5,-72.5,2022,5,16,25.45,25.95,0.36,3.57,89.24
5.5,-72.5,2022,5,16,16.48,18.83,0.34,3.44,90.2
6.5,-72.5,2022,5,16,2.84,12.14,0.42,4.27,86.35
2.5,-72.5,2022,5,17,16.71,24.82,0.48,4.68,94.21
3.5,-72.5,2022,5,17,17.57,25.25,0.49,4.88,89.7
4.5,-72.5,2022,5,17,22.43,25.98,0.44,4.44,85.91
5.5,-72.5,2022,5,17,11.9,18.81,0.42,4.23,90.23
6.5,-72.5,2022,5,17,5.09,12.72,0.38,3.84,87.32
2.5,-72.5,2022,5,18,71.52,23.6,0.25,2.5,97.8
3.5,-72.5,2022,5,18,88.37,24.27,0.22,2.15,94.37
4.5,-72.5,2022,5,18,77.41,25.26,0.17,1.69,91.6
5.5,-72.5,2022,5,18,42.56,19.06,0.2,2.0,88.99
6.5,-72.5,2022,5,18,6.84,12.71,0.25,2.52,80.75
2.5,-72.5,2022,5,19,19.27,23.31,0.43,4.19,94.37
3.5,-72.5,2022,5,19,18.09,23.63,0.43,4.29,93.05
4.5,-72.5,2022,5,19,13.76,24.53,0.33,3.32,91.72
5.5,-72.5,2022,5,19,4.45,18.17,0.27,2.67,92.87
6.5,-72.5,2022,5,19,0.38,12.31,0.43,4.3,81.84
2.5,-72.5,2022,5,20,0.05,23.74,0.38,3.73,90.46
3.5,-72.5,2022,5,20,0.06,23.88,0.39,3.8,90.7
4.5,-72.5,2022,5,20,0.09,24.33,0.43,4.24,90.77
5.5,-72.5,2022,5,20,0.11,18.1,0.43,4.32,88.99
6.5,-72.5,2022,5,20,0.26,11.32,0.46,4.62,84.76
2.5,-72.5,2022,5,21,0.67,25.34,0.41,3.96,87.21
3.5,-72.5,2022,5,21,1.28,25.74,0.44,4.32,84.99
4.5,-72.5,2022,5,21,1.26,25.75,0.56,5.55,86.52
5.5,-72.5,2022,5,21,0.59,18.09,0.55,5.55,87.67
6.5,-72.5,2022,5,21,0.0,10.67,0.56,5.7,84.08
2.5,-72.5,2022,5,22,50.46,24.43,0.52,5.06,96.77
3.5,-72.5,2022,5,22,51.6,25.0,0.59,5.76,92.49
4.5,-72.5,2022,5,22,24.26,25.65,0.6,5.96,88.37
5.5,-72.5,2022,5,22,14.79,17.6,0.59,5.92,89.12
6.5,-72.5,2022,5,22,0.69,11.05,0.59,5.98,83.83
2.5,-72.5,2022,5,23,40.7,24.75,0.51,4.97,94.14
3.5,-72.5,2022,5,23,48.22,25.35,0.44,4.34,91.28
4.5,-72.5,2022,5,23,57.34,25.68,0.42,4.19,89.89
5.5,-72.5,2022,5,23,27.58,18.58,0.43,4.3,91.09
6.5,-72.5,2022,5,23,4.93,11.64,0.53,5.37,85.01
2.5,-72.5,2022,5,24,12.13,24.87,0.35,3.38,94.7
3.5,-72.5,2022,5,24,4.99,25.27,0.34,3.37,90.04
4.5,-72.5,2022,5,24,9.1,25.92,0.4,4.0,87.86
5.5,-72.5,2022,5,24,10.62,18.29,0.44,4.4,88.85
6.5,-72.5,2022,5,24,13.38,11.58,0.45,4.5,86.55
2.5,-72.5,2022,5,25,12.88,24.64,0.42,4.08,94.86
3.5,-72.5,2022,5,25,13.84,26.01,0.29,2.88,86.11
4.5,-72.5,2022,5,25,14.11,26.63,0.27,2.65,82.66
5.5,-72.5,2022,5,25,8.96,18.69,0.36,3.57,89.04
6.5,-72.5,2022,5,25,2.08,11.94,0.35,3.53,86.52
2.5,-72.5,2022,5,26,20.22,24.35,0.37,3.58,96.4
3.5,-72.5,2022,5,26,19.68,25.3,0.33,3.25,89.4
4.5,-72.5,2022,5,26,14.49,25.81,0.41,4.04,87.12
5.5,-72.5,2022,5,26,9.27,17.86,0.41,4.08,90.24
6.5,-72.5,2022,5,26,4.59,10.68,0.37,3.74,87.3
2.5,-72.5,2022,5,27,6.41,23.99,0.53,5.09,90.89
3.5,-72.5,2022,5,27,6.54,24.01,0.5,4.89,86.48
4.5,-72.5,2022,5,27,6.82,25.12,0.45,4.46,84.15
5.5,-72.5,2022,5,27,4.21,16.83,0.41,4.12,88.4
6.5,-72.5,2022,5,27,1.64,9.86,0.38,3.84,87.04
2.5,-72.5,2022,5,28,58.2,23.86,0.47,4.51,92.09
3.5,-72.5,2022,5,28,57.9,24.73,0.55,5.38,87.41
4.5,-72.5,2022,5,28,44.45,25.18,0.56,5.56,84.08
5.5,-72.5,2022,5,28,27.16,16.92,0.47,4.69,89.19
6.5,-72.5,2022,5,28,3.85,10.38,0.46,4.62,85.59
2.5,-72.5,2022,5,29,22.06,24.66,0.49,4.77,91.05
3.5,-72.5,2022,5,29,17.62,25.45,0.47,4.62,86.25
4.5,-72.5,2022,5,29,16.81,25.77,0.45,4.43,83.35
5.5,-72.5,2022,5,29,9.77,17.91,0.42,4.22,83.99
6.5,-72.5,2022,5,29,1.32,10.24,0.45,4.49,82.5
2.5,-72.5,2022,5,30,17.21,24.8,0.5,4.79,94.51
3.5,-72.5,2022,5,30,26.94,25.38,0.43,4.17,89.65
4.5,-72.5,2022,5,30,24.58,25.92,0.37,3.62,86.35
5.5,-72.5,2022,5,30,14.52,18.23,0.34,3.33,89.32
6.5,-72.5,2022,5,30,11.93,10.86,0.41,4.12,87.18
2.5,-72.5,2022,5,31,13.24,25.08,0.53,5.12,93.45
3.5,-72.5,2022,5,31,11.46,25.52,0.38,3.74,89.77
4.5,-72.5,2022,5,31,12.15,25.2,0.45,4.44,92.55
5.5,-72.5,2022,5,31,7.28,18.22,0.45,4.45,89.87
6.5,-72.5,2022,5,31,2.38,10.96,0.47,4.71,86.82
2.5,-72.5,2022,6,1,5.32,25.0,0.45,4.33,91.4
3.5,-72.5,2022,6,1,6.68,25.14,0.46,4.46,87.84
4.5,-72.5,2022,6,1,5.27,24.96,0.53,5.24,87.95
5.5,-72.5,2022,6,1,9.38,18.4,0.57,5.62,86.09
6.5,-72.5,2022,6,1,11.94,10.77,0.54,5.39,75.89
2.5,-72.5,2022,6,2,12.93,24.98,0.5,4.78,91.83
3.5,-72.5,2022,6,2,12.64,25.19,0.46,4.43,87.04
4.5,-72.5,2022,6,2,9.57,25.96,0.4,3.89,81.8
5.5,-72.5,2022,6,2,11.73,18.72,0.5,4.98,85.67
6.5,-72.5,2022,6,2,8.08,11.02,0.57,5.67,77.52
2.5,-72.5,2022,6,3,40.87,24.1,0.45,4.31,95.89
3.5,-72.5,2022,6,3,43.41,25.12,0.49,4.73,87.93
4.5,-72.5,2022,6,3,40.43,25.61,0.46,4.53,85.96
